FlightID,BookingDate,TravelDate,FareAmount
F698,2019-03-15,2019-03-18,3858
F699,2019-06-11,2019-06-15,6795
F700,2019-04-30,2019-05-27,16263
F701,2019-05-05,2019-05-09,8576
F702,2019-04-18,2019-05-06,5228
F703,2019-04-22,2019-05-01,16704
F704,2019-02-25,2019-03-24,8872
F705,2019-04-16,2019-05-03,3898
F706,2019-02-23,2019-03-21,3332
F707,2019-05-19,2019-05-21,5608
F708,2019-04-28,2019-05-09,13941
F709,2019-03-06,2019-03-21,9100
F710,2019-06-09,2019-06-15,4878
F711,2019-05-19,2019-06-01,6416
F712,2019-04-23,2019-05-12,2017
F713,2019-03-19,2019-03-27,10976
F714,2019-03-21,2019-03-24,10031
F715,2019-03-05,2019-03-18,4462
F716,2019-03-22,2019-04-01,5073
F717,2019-02-25,2019-03-27,4326
F718,2019-02-21,2019-03-21,10161
F719,2019-06-10,2019-06-12,3175
F720,2019-03-09,2019-03-24,12312
F721,2019-02-24,2019-03-21,12604
F722,2019-06-09,2019-06-15,10877
F723,2019-05-01,2019-05-18,4226
F724,2019-03-18,2019-04-06,5406
F725,2019-04-25,2019-05-15,8618
F726,2019-03-28,2019-04-18,4174
F727,2019-05-07,2019-06-01,10651
F728,2019-03-18,2019-03-21,5963
F729,2019-05-17,2019-06-12,10368
F730,2019-02-26,2019-03-06,7681
F731,2019-05-10,2019-05-21,7485
F732,2019-03-28,2019-04-03,4544
F733,2019-04-09,2019-04-15,4649
F734,2019-04-12,2019-05-12,11982
F735,2019-06-06,2019-06-24,4995
F736,2019-05-08,2019-05-09,5069
F737,2019-05-08,2019-06-01,3873
F738,2019-04-26,2019-04-27,3873
F739,2019-05-05,2019-05-27,8907
F740,2019-06-08,2019-06-09,10844
F741,2019-05-03,2019-05-15,10844
F742,2019-05-01,2019-05-06,9663
F743,2019-05-29,2019-06-01,13292
F744,2019-05-29,2019-06-12,14441
F745,2019-06-07,2019-06-09,4050
F746,2019-02-25,2019-03-09,6144
F747,2019-02-04,2019-03-06,14871
F748,2019-04-02,2019-04-18,4483
F749,2019-04-27,2019-05-15,6979
F750,2019-06-13,2019-06-27,8040
F751,2019-05-23,2019-06-01,7048
F752,2019-06-17,2019-06-27,3573
F753,2019-05-18,2019-05-27,5054
F754,2019-05-07,2019-06-01,8582
F755,2019-05-15,2019-06-09,8759
F756,2019-04-26,2019-04-27,6442
F757,2019-04-30,2019-05-18,8879
F758,2019-03-17,2019-03-24,10031
F759,2019-05-31,2019-06-03,10368
F760,2019-05-28,2019-06-24,3943
F761,2019-02-14,2019-03-03,14871
F762,2019-06-07,2019-06-18,4995
F763,2019-06-21,2019-06-24,10791
F764,2019-05-26,2019-06-03,2753
F765,2019-03-17,2019-04-09,4423
F766,2019-05-08,2019-05-27,4409
F767,2019-04-24,2019-05-09,6117
F768,2019-05-09,2019-05-21,15129
F769,2019-05-17,2019-06-06,9345
F770,2019-05-07,2019-05-09,8085
F771,2019-04-26,2019-05-06,15554
F772,2019-04-23,2019-05-21,3573
F773,2019-02-15,2019-03-03,17073
F774,2019-05-17,2019-06-09,6795
F775,2019-02-23,2019-03-21,5403
F776,2019-05-07,2019-05-15,3540
F777,2019-04-19,2019-04-24,6216
F778,2019-05-14,2019-05-21,3359
F779,2019-05-19,2019-05-24,10844
F780,2019-06-07,2019-06-15,6961
F781,2019-04-02,2019-04-03,4107
F782,2019-02-20,2019-03-21,13069
F783,2019-06-17,2019-06-24,13357
F784,2019-05-05,2019-06-01,6938
F785,2019-06-04,2019-06-27,13292
F786,2019-01-31,2019-03-01,26743
F787,2019-02-19,2019-03-21,13568
F788,2019-03-02,2019-03-06,15353
F789,2019-04-27,2019-05-15,3597
F790,2019-03-23,2019-03-24,10031
F791,2019-04-27,2019-05-09,14687
F792,2019-05-08,2019-06-06,7229
F793,2019-05-05,2019-05-09,10188
F794,2019-02-26,2019-03-09,7398
F795,2019-05-06,2019-05-18,16704
F796,2019-02-17,2019-03-01,8153
F797,2019-03-31,2019-04-09,7229
F798,2019-05-21,2019-05-27,6943
F799,2019-05-12,2019-06-01,8937
F800,2019-02-19,2019-03-03,9400
F801,2019-03-06,2019-03-24,13152
F802,2019-05-05,2019-06-01,3419
F803,2019-06-01,2019-06-12,7927
F804,2019-03-12,2019-03-15,9796
F805,2019-02-07,2019-03-03,8028
F806,2019-02-08,2019-03-06,10759
F807,2019-05-20,2019-05-21,10197
F808,2019-05-14,2019-06-01,5228
F809,2019-05-05,2019-05-18,9275
F810,2019-02-03,2019-03-03,5277
F811,2019-04-19,2019-05-18,13848
F812,2019-05-11,2019-05-15,6412
F813,2019-05-02,2019-05-18,13941
F814,2019-04-17,2019-05-06,4668
F815,2019-05-24,2019-06-18,3419
F816,2019-03-21,2019-04-06,3943
F817,2019-05-13,2019-05-24,6528
F818,2019-04-25,2019-05-21,7229
F819,2019-02-27,2019-03-21,13542
F820,2019-05-28,2019-06-12,8529
F821,2019-06-19,2019-06-21,8016
F822,2019-04-30,2019-05-09,13029
F823,2019-04-22,2019-05-09,15129
F824,2019-05-16,2019-06-09,10368
F825,2019-02-22,2019-03-03,8666
F826,2019-04-19,2019-05-18,15554
F827,2019-02-02,2019-03-01,26890
F828,2019-04-23,2019-05-21,13067
F829,2019-03-21,2019-04-01,4544
F830,2019-05-13,2019-05-21,8452
F831,2019-06-07,2019-06-27,7268
F832,2019-04-25,2019-05-09,9627
F833,2019-05-06,2019-05-09,9103
F834,2019-04-06,2019-04-09,11142
F835,2019-02-15,2019-03-09,4148
F836,2019-05-10,2019-05-18,10844
F837,2019-05-28,2019-06-06,9646
F838,2019-02-26,2019-03-01,12475
F839,2019-05-07,2019-05-18,15554
F840,2019-06-13,2019-06-27,10262
F841,2019-05-15,2019-06-12,6961
F842,2019-05-20,2019-06-15,10262
F843,2019-06-04,2019-06-27,10262
F844,2019-04-13,2019-05-09,3943
F845,2019-05-16,2019-05-24,3625
F846,2019-03-13,2019-03-21,13378
F847,2019-05-25,2019-06-15,13882
F848,2019-06-08,2019-06-18,3943
F849,2019-04-29,2019-05-15,14687
F850,2019-05-16,2019-05-27,6451
F851,2019-05-16,2019-06-09,4878
F852,2019-04-25,2019-05-09,8542
F853,2019-05-18,2019-05-24,4804
F854,2019-05-29,2019-06-06,6711
F855,2019-05-18,2019-06-15,16108
F856,2019-05-29,2019-06-06,3943
F857,2019-05-11,2019-05-24,15422
F858,2019-03-22,2019-03-24,5694
F859,2019-03-16,2019-04-01,12681
F860,2019-04-17,2019-05-01,8586
F861,2019-02-15,2019-03-03,6144
F862,2019-04-14,2019-04-27,6015
F863,2019-05-29,2019-06-27,7155
F864,2019-05-13,2019-06-12,12692
F865,2019-04-21,2019-05-18,8277
F866,2019-04-19,2019-05-09,9347
F867,2019-02-22,2019-03-15,4939
F868,2019-03-07,2019-03-12,5678
F869,2019-05-11,2019-06-06,10844
F870,2019-03-16,2019-03-21,7280
F871,2019-02-22,2019-03-21,7618
F872,2019-02-26,2019-03-06,15147
F873,2019-04-27,2019-05-18,13941
F874,2019-03-09,2019-04-01,11467
F875,2019-06-25,2019-06-27,6270
F876,2019-02-13,2019-03-03,17057
F877,2019-05-22,2019-06-03,8016
F878,2019-06-08,2019-06-27,4760
F879,2019-03-10,2019-03-21,3815
F880,2019-04-24,2019-05-01,4174
F881,2019-05-30,2019-06-06,12692
F882,2019-05-14,2019-05-15,15532
F883,2019-05-24,2019-06-06,4995
F884,2019-05-24,2019-05-27,12898
F885,2019-04-11,2019-05-09,9794
F886,2019-04-15,2019-05-15,5228
F887,2019-06-17,2019-06-27,10262
F888,2019-06-07,2019-06-24,9646
F889,2019-05-11,2019-05-15,15149
F890,2019-05-31,2019-06-09,4205
F891,2019-02-20,2019-03-06,15147
F892,2019-02-20,2019-03-06,13712
F893,2019-03-02,2019-03-09,12415
F894,2019-05-01,2019-05-15,5192
F895,2019-04-26,2019-05-15,5162
F896,2019-02-16,2019-03-03,9027
F897,2019-02-24,2019-03-24,11134
F898,2019-05-16,2019-05-24,10844
F899,2019-03-16,2019-03-24,12890
F900,2019-05-26,2019-06-09,14571
F901,2019-04-21,2019-05-12,12121
F902,2019-04-30,2019-05-09,12373
F903,2019-03-02,2019-03-09,10972
F904,2019-05-28,2019-06-01,10262
F905,2019-04-29,2019-05-27,12898
F906,2019-05-10,2019-05-18,6442
F907,2019-03-12,2019-04-03,5403
F908,2019-03-26,2019-04-21,5703
F909,2019-04-20,2019-05-09,9871
F910,2019-03-17,2019-04-15,4174
F911,2019-05-02,2019-05-21,11972
F912,2019-04-07,2019-04-18,4174
F913,2019-05-06,2019-05-21,4804
F914,2019-03-29,2019-04-01,12681
F915,2019-05-30,2019-06-06,4508
F916,2019-05-08,2019-06-03,10262
F917,2019-02-20,2019-03-03,16775
F918,2019-06-04,2019-06-12,7198
F919,2019-06-13,2019-06-15,13014
F920,2019-04-17,2019-05-12,10991
F921,2019-06-01,2019-06-21,3687
F922,2019-04-13,2019-05-12,5530
F923,2019-03-08,2019-03-27,3815
F924,2019-02-13,2019-03-01,6535
F925,2019-02-21,2019-03-03,17234
F926,2019-02-08,2019-03-06,19907
F927,2019-03-16,2019-03-27,5022
F928,2019-03-16,2019-03-27,6305
F929,2019-02-23,2019-03-21,8728
F930,2019-05-19,2019-06-01,3943
F931,2019-03-04,2019-03-18,3175
F932,2019-03-19,2019-03-24,7229
F933,2019-02-15,2019-03-09,8620
F934,2019-03-03,2019-03-09,10657
F935,2019-03-17,2019-03-21,7832
F936,2019-06-07,2019-06-27,11150
F937,2019-02-28,2019-03-01,25735
F938,2019-05-06,2019-05-09,16263
F939,2019-06-14,2019-06-24,5797
F940,2019-05-07,2019-06-06,14237
F941,2019-06-06,2019-06-09,10262
F942,2019-05-30,2019-06-09,10262
F943,2019-05-05,2019-05-12,3943
F944,2019-05-04,2019-05-21,12898
F945,2019-05-05,2019-05-15,3419
F946,2019-02-13,2019-03-15,8033
F947,2019-02-22,2019-03-01,27992
F948,2019-05-08,2019-05-12,13941
F949,2019-04-23,2019-05-21,14388
F950,2019-04-24,2019-05-12,10844
F951,2019-02-28,2019-03-03,11600
F952,2019-05-18,2019-06-06,5277
F953,2019-05-14,2019-06-03,10262
F954,2019-02-25,2019-03-03,6144
F955,2019-05-31,2019-06-03,12898
F956,2019-04-18,2019-05-12,13941
F957,2019-04-30,2019-05-18,12373
F958,2019-03-04,2019-04-03,3841
F959,2019-04-27,2019-05-18,10697
F960,2019-02-01,2019-03-01,26890
F961,2019-05-15,2019-06-01,2175
F962,2019-05-15,2019-05-27,9476
F963,2019-05-08,2019-05-24,3100
F964,2019-06-04,2019-06-15,10368
F965,2019-04-24,2019-05-18,2017
F966,2019-03-27,2019-04-15,3841
F967,2019-05-11,2019-05-21,10493
F968,2019-02-16,2019-03-09,5126
F969,2019-05-27,2019-06-18,3943
F970,2019-02-25,2019-03-06,11552
F971,2019-03-13,2019-03-21,7934
F972,2019-02-09,2019-03-01,6092
F973,2019-05-19,2019-06-12,10112
F974,2019-02-20,2019-03-09,6627
F975,2019-05-11,2019-06-03,11507
F976,2019-02-28,2019-03-01,26890
F977,2019-03-03,2019-03-12,13817
F978,2019-03-09,2019-04-01,13364
F979,2019-05-17,2019-06-06,9187
F980,2019-04-23,2019-05-09,5277
F981,2019-02-10,2019-03-12,13492
F982,2019-05-25,2019-06-12,5162
F983,2019-05-11,2019-06-09,5897
F984,2019-06-02,2019-06-03,5510
F985,2019-02-12,2019-03-06,17261
F986,2019-04-30,2019-05-21,7485
F987,2019-06-04,2019-06-21,4667
F988,2019-04-21,2019-05-15,14151
F989,2019-05-22,2019-05-27,7048
F990,2019-03-02,2019-03-21,12557
F991,2019-05-26,2019-06-15,15965
F992,2019-02-12,2019-03-03,11791
F993,2019-02-13,2019-03-03,8291
F994,2019-03-22,2019-04-21,4990
F995,2019-04-17,2019-05-12,9135
F996,2019-03-15,2019-04-12,4409
F997,2019-04-30,2019-05-21,10844
F998,2019-05-05,2019-05-27,10407
F999,2019-05-14,2019-05-27,9315
F1000,2019-05-13,2019-05-24,9663
F1001,2019-03-10,2019-03-21,9264
F1002,2019-04-25,2019-05-15,3597
F1003,2019-06-23,2019-06-24,6442
F1004,2019-04-15,2019-05-09,15078
F1005,2019-04-23,2019-05-01,6218
F1006,2019-05-24,2019-06-12,10262
F1007,2019-02-24,2019-03-09,13677
F1008,2019-06-05,2019-06-24,8016
F1009,2019-05-12,2019-06-03,10262
F1010,2019-06-26,2019-06-27,3873
F1011,2019-05-30,2019-06-27,4812
F1012,2019-04-24,2019-05-15,2017
F1013,2019-03-13,2019-03-21,4462
F1014,2019-05-16,2019-06-15,10231
F1015,2019-03-15,2019-03-21,6383
F1016,2019-06-16,2019-06-24,11989
F1017,2019-03-15,2019-03-24,7303
F1018,2019-04-19,2019-04-21,7229
F1019,2019-06-10,2019-06-21,4995
F1020,2019-05-29,2019-06-15,7408
F1021,2019-04-28,2019-05-15,14960
F1022,2019-03-01,2019-03-24,4482
F1023,2019-05-30,2019-06-01,6442
F1024,2019-04-29,2019-05-12,6144
F1025,2019-05-12,2019-05-27,15129
F1026,2019-05-15,2019-05-21,10231
F1027,2019-03-06,2019-04-03,4823
F1028,2019-06-02,2019-06-09,4823
F1029,2019-05-02,2019-05-21,12898
F1030,2019-04-01,2019-05-01,5678
F1031,2019-02-08,2019-03-09,14483
F1032,2019-04-22,2019-05-15,2228
F1033,2019-05-23,2019-06-15,8018
F1034,2019-02-16,2019-03-06,15136
F1035,2019-04-06,2019-04-24,5583
F1036,2019-06-08,2019-06-12,13381
F1037,2019-02-21,2019-03-15,7932
F1038,2019-04-29,2019-05-09,7757
F1039,2019-04-18,2019-05-18,13029
F1040,2019-05-12,2019-06-09,3841
F1041,2019-02-23,2019-03-03,10216
F1042,2019-05-18,2019-05-21,3100
F1043,2019-03-13,2019-03-21,8245
F1044,2019-02-11,2019-03-01,14594
F1045,2019-05-23,2019-06-01,14237
F1046,2019-04-22,2019-05-21,13164
F1047,2019-05-11,2019-06-09,14924
F1048,2019-05-15,2019-05-21,10844
F1049,2019-04-06,2019-05-06,7064
F1050,2019-05-04,2019-05-24,9555
F1051,2019-06-08,2019-06-24,7155
F1052,2019-05-22,2019-06-09,12192
F1053,2019-04-18,2019-05-18,7353
F1054,2019-06-25,2019-06-27,5054
F1055,2019-05-25,2019-06-15,18485
F1056,2019-05-27,2019-06-06,10844
F1057,2019-05-09,2019-05-18,6144
F1058,2019-04-16,2019-05-01,2754
F1059,2019-03-20,2019-03-27,12327
F1060,2019-04-29,2019-05-06,3841
F1061,2019-05-02,2019-05-18,12373
F1062,2019-05-08,2019-05-21,10231
F1063,2019-05-09,2019-05-21,7318
F1064,2019-02-12,2019-03-06,16736
F1065,2019-05-15,2019-06-09,6195
F1066,2019-05-19,2019-06-06,2753
F1067,2019-02-25,2019-03-24,3807
F1068,2019-02-17,2019-03-03,20064
F1069,2019-05-29,2019-06-21,5406
F1070,2019-05-12,2019-06-01,10441
F1071,2019-04-07,2019-05-06,8066
F1072,2019-06-05,2019-06-27,6961
F1073,2019-02-27,2019-03-21,5586
F1074,2019-05-24,2019-06-01,7384
F1075,2019-02-18,2019-03-01,20800
F1076,2019-04-25,2019-05-12,13941
F1077,2019-04-11,2019-05-03,5198
F1078,2019-03-06,2019-03-18,3807
F1079,2019-02-04,2019-03-03,13838
F1080,2019-06-23,2019-06-24,11185
F1081,2019-05-25,2019-06-21,7229
F1082,2019-05-18,2019-06-12,10262
F1083,2019-03-07,2019-03-09,4384
F1084,2019-06-14,2019-06-27,12819
F1085,2019-05-02,2019-05-06,7757
F1086,2019-03-23,2019-04-21,7174
F1087,2019-05-05,2019-06-01,6674
F1088,2019-05-07,2019-05-18,2227
F1089,2019-06-05,2019-06-12,13014
F1090,2019-03-17,2019-03-21,3175
F1091,2019-02-27,2019-03-01,6565
F1092,2019-03-13,2019-04-01,12681
F1093,2019-05-04,2019-06-01,3687
F1094,2019-06-05,2019-06-15,3210
F1095,2019-02-20,2019-03-06,4778
F1096,2019-05-23,2019-06-03,10877
F1097,2019-05-14,2019-05-24,9187
F1098,2019-03-10,2019-03-15,6850
F1099,2019-04-18,2019-05-12,14781
F1100,2019-04-28,2019-05-06,13227
F1101,2019-04-27,2019-05-09,4668
F1102,2019-05-12,2019-05-24,14178
F1103,2019-04-25,2019-05-06,8066
F1104,2019-04-12,2019-05-06,3943
F1105,2019-05-05,2019-06-01,11200
F1106,2019-05-15,2019-05-18,8586
F1107,2019-05-23,2019-06-12,13044
F1108,2019-05-04,2019-06-03,8099
F1109,2019-05-27,2019-06-15,10262
F1110,2019-06-13,2019-06-24,18275
F1111,2019-04-28,2019-05-27,8475
F1112,2019-04-04,2019-04-06,3873
F1113,2019-06-05,2019-06-21,2227
F1114,2019-02-11,2019-03-06,16389
F1115,2019-04-03,2019-05-03,5228
F1116,2019-03-10,2019-03-21,5092
F1117,2019-02-21,2019-03-09,4777
F1118,2019-03-05,2019-03-24,3383
F1119,2019-05-11,2019-05-21,8452
F1120,2019-05-24,2019-05-27,3943
F1121,2019-05-30,2019-06-24,3100
F1122,2019-02-28,2019-03-06,14871
F1123,2019-06-07,2019-06-21,8016
F1124,2019-06-03,2019-06-12,11789
F1125,2019-05-08,2019-05-15,10529
F1126,2019-03-05,2019-03-15,5615
F1127,2019-05-09,2019-06-06,4649
F1128,2019-05-25,2019-06-09,12723
F1129,2019-05-09,2019-05-24,10844
F1130,2019-05-21,2019-06-03,14714
F1131,2019-05-28,2019-06-12,6216
F1132,2019-02-22,2019-03-15,4148
F1133,2019-03-02,2019-03-06,5647
F1134,2019-04-30,2019-05-15,10844
F1135,2019-05-01,2019-05-09,6818
F1136,2019-05-06,2019-05-27,13643
F1137,2019-03-17,2019-03-27,6358
F1138,2019-05-05,2019-06-01,14714
F1139,2019-04-17,2019-04-21,6460
F1140,2019-05-10,2019-05-12,9663
F1141,2019-05-12,2019-05-21,13941
F1142,2019-02-27,2019-03-27,5963
F1143,2019-06-05,2019-06-15,13014
F1144,2019-04-29,2019-05-09,9663
F1145,2019-03-25,2019-04-06,4423
F1146,2019-05-02,2019-05-06,21219
F1147,2019-05-13,2019-05-24,7503
F1148,2019-05-26,2019-06-24,4804
F1149,2019-04-26,2019-05-09,15129
F1150,2019-03-13,2019-03-27,6197
F1151,2019-05-09,2019-05-27,3597
F1152,2019-03-22,2019-03-27,9100
F1153,2019-05-22,2019-06-01,4050
F1154,2019-05-17,2019-06-06,7723
F1155,2019-04-12,2019-05-09,15129
F1156,2019-05-03,2019-05-18,12373
F1157,2019-04-28,2019-05-03,4591
F1158,2019-02-14,2019-03-09,6300
F1159,2019-03-03,2019-03-24,5176
F1160,2019-05-30,2019-06-15,12717
F1161,2019-03-15,2019-03-18,4405
F1162,2019-04-12,2019-04-21,6749
F1163,2019-05-01,2019-05-12,7064
F1164,2019-05-12,2019-05-21,16289
F1165,2019-03-13,2019-03-15,6297
F1166,2019-04-26,2019-05-12,5678
F1167,2019-04-17,2019-05-01,14388
F1168,2019-04-03,2019-04-18,7229
F1169,2019-02-26,2019-03-24,9806
F1170,2019-06-04,2019-06-06,6195
F1171,2019-05-17,2019-06-12,13044
F1172,2019-06-08,2019-06-27,13882
F1173,2019-03-07,2019-03-24,8147
F1174,2019-03-15,2019-04-09,8052
F1175,2019-04-10,2019-05-01,14781
F1176,2019-05-12,2019-05-24,14151
F1177,2019-04-27,2019-05-18,6704
F1178,2019-04-20,2019-05-01,9663
F1179,2019-02-26,2019-03-18,4462
F1180,2019-03-19,2019-03-21,8367
F1181,2019-05-24,2019-06-09,13376
F1182,2019-05-06,2019-05-21,13067
F1183,2019-04-21,2019-05-21,5224
F1184,2019-02-25,2019-03-21,13542
F1185,2019-05-14,2019-05-24,3419
F1186,2019-02-21,2019-03-06,10444
F1187,2019-05-05,2019-06-01,4804
F1188,2019-04-28,2019-05-21,4995
F1189,2019-04-03,2019-04-27,4957
F1190,2019-04-10,2019-05-09,15554
F1191,2019-04-02,2019-05-01,9663
F1192,2019-05-14,2019-05-18,14151
F1193,2019-05-18,2019-06-06,5601
F1194,2019-04-28,2019-05-15,7787
F1195,2019-03-07,2019-03-21,5092
F1196,2019-05-25,2019-06-06,10844
F1197,2019-02-27,2019-03-09,23583
F1198,2019-05-10,2019-05-12,10676
F1199,2019-05-13,2019-06-06,10156
F1200,2019-03-05,2019-03-06,8627
F1201,2019-05-17,2019-05-21,4409
F1202,2019-05-13,2019-05-18,9646
F1203,2019-02-20,2019-03-12,13817
F1204,2019-04-21,2019-05-09,13538
F1205,2019-04-26,2019-05-09,9416
F1206,2019-04-14,2019-04-27,7229
F1207,2019-04-22,2019-05-01,10203
F1208,2019-04-25,2019-05-21,6778
F1209,2019-05-25,2019-06-15,2754
F1210,2019-04-24,2019-05-01,10991
F1211,2019-05-01,2019-05-27,4668
F1212,2019-05-17,2019-06-03,5726
F1213,2019-05-20,2019-06-12,14960
F1214,2019-05-20,2019-05-21,7480
F1215,2019-05-14,2019-05-21,4107
F1216,2019-04-09,2019-05-01,11467
F1217,2019-04-19,2019-04-27,5796
F1218,2019-05-28,2019-06-06,10262
F1219,2019-06-12,2019-06-27,11543
F1220,2019-04-10,2019-04-24,5298
F1221,2019-04-03,2019-04-27,6451
F1222,2019-05-27,2019-06-09,6245
F1223,2019-03-18,2019-03-27,2071
F1224,2019-04-23,2019-05-15,4804
F1225,2019-06-01,2019-06-27,7005
F1226,2019-03-16,2019-03-18,12284
F1227,2019-04-25,2019-05-09,10203
F1228,2019-05-24,2019-05-27,6938
F1229,2019-05-31,2019-06-12,13377
F1230,2019-05-14,2019-06-01,9779
F1231,2019-05-04,2019-05-15,4667
F1232,2019-03-24,2019-04-03,4544
F1233,2019-06-02,2019-06-27,16079
F1234,2019-03-19,2019-04-01,7064
F1235,2019-04-21,2019-05-18,15554
F1236,2019-05-14,2019-05-18,3543
F1237,2019-03-31,2019-04-18,6121
F1238,2019-03-09,2019-03-27,8075
F1239,2019-05-24,2019-06-03,13377
F1240,2019-05-12,2019-05-24,14571
F1241,2019-04-11,2019-04-24,3919
F1242,2019-03-12,2019-03-24,14231
F1243,2019-02-21,2019-03-15,2754
F1244,2019-05-06,2019-05-21,8067
F1245,2019-04-25,2019-05-06,8452
F1246,2019-02-18,2019-03-06,15025
F1247,2019-02-15,2019-03-01,26890
F1248,2019-02-06,2019-03-06,15103
F1249,2019-05-14,2019-05-24,8586
F1250,2019-06-01,2019-06-09,10844
F1251,2019-05-13,2019-05-21,12898
F1252,2019-05-09,2019-05-12,8586
F1253,2019-05-20,2019-06-09,11622
F1254,2019-05-03,2019-05-06,13538
F1255,2019-05-31,2019-06-01,13014
F1256,2019-04-25,2019-05-09,13941
F1257,2019-05-15,2019-05-18,14151
F1258,2019-03-10,2019-03-21,13542
F1259,2019-03-18,2019-03-21,6558
F1260,2019-05-13,2019-05-18,5192
F1261,2019-05-24,2019-06-01,4878
F1262,2019-05-16,2019-05-27,12898
F1263,2019-05-26,2019-06-09,7384
F1264,2019-04-08,2019-05-03,3898
F1265,2019-04-14,2019-05-06,3383
F1266,2019-06-01,2019-06-24,6093
F1267,2019-05-21,2019-06-12,12192
F1268,2019-05-27,2019-06-12,6795
F1269,2019-02-17,2019-03-18,11455
F1270,2019-05-25,2019-06-01,3540
F1271,2019-05-01,2019-05-27,15898
F1272,2019-05-06,2019-06-03,9718
F1273,2019-04-25,2019-05-15,7831
F1274,2019-05-19,2019-06-03,6416
F1275,2019-03-13,2019-03-27,3739
F1276,2019-04-28,2019-05-06,8085
F1277,2019-04-16,2019-05-03,4823
F1278,2019-05-12,2019-06-09,13376
F1279,2019-04-22,2019-05-15,8452
F1280,2019-05-15,2019-06-06,10844
F1281,2019-03-10,2019-03-27,4851
F1282,2019-05-25,2019-06-15,6795
F1283,2019-05-17,2019-05-18,4823
F1284,2019-05-22,2019-06-09,10577
F1285,2019-03-02,2019-03-27,12032
F1286,2019-05-03,2019-06-01,9330
F1287,2019-03-24,2019-04-01,8977
F1288,2019-05-14,2019-06-01,7005
F1289,2019-05-08,2019-05-18,10844
F1290,2019-05-25,2019-06-24,12192
F1291,2019-02-26,2019-03-24,4441
F1292,2019-04-11,2019-05-09,7575
F1293,2019-05-22,2019-06-21,4804
F1294,2019-05-07,2019-06-06,3597
F1295,2019-05-08,2019-06-06,10413
F1296,2019-05-29,2019-06-09,8016
F1297,2019-05-10,2019-06-09,10844
F1298,2019-05-09,2019-05-12,9663
F1299,2019-04-18,2019-05-18,6069
F1300,2019-05-02,2019-05-27,6442
F1301,2019-05-22,2019-06-01,13587
F1302,2019-04-10,2019-05-09,3100
F1303,2019-05-19,2019-05-21,14781
F1304,2019-05-14,2019-05-21,12898
F1305,2019-06-13,2019-06-18,4804
F1306,2019-03-19,2019-04-15,4174
F1307,2019-05-11,2019-05-24,4591
F1308,2019-04-29,2019-05-06,9663
F1309,2019-05-14,2019-05-15,8266
F1310,2019-04-24,2019-05-06,4823
F1311,2019-05-14,2019-05-21,6094
F1312,2019-04-24,2019-05-24,14178
F1313,2019-05-22,2019-06-09,13376
F1314,2019-02-22,2019-03-24,2575
F1315,2019-02-23,2019-03-06,12395
F1316,2019-03-18,2019-03-27,10351
F1317,2019-04-27,2019-05-21,5192
F1318,2019-05-11,2019-05-15,7670
F1319,2019-02-25,2019-03-18,11161
F1320,2019-04-26,2019-05-24,14151
F1321,2019-04-10,2019-05-06,4775
F1322,2019-02-28,2019-03-06,12865
F1323,2019-02-28,2019-03-06,5462
F1324,2019-02-22,2019-03-09,8382
F1325,2019-03-26,2019-04-24,4544
F1326,2019-03-17,2019-04-01,4544
F1327,2019-04-27,2019-05-18,14781
F1328,2019-05-16,2019-05-27,5158
F1329,2019-03-08,2019-03-21,5678
F1330,2019-05-26,2019-06-09,18804
F1331,2019-05-29,2019-06-03,4049
F1332,2019-03-02,2019-03-24,6565
F1333,2019-04-29,2019-05-18,12373
F1334,2019-03-04,2019-03-18,4441
F1335,2019-05-09,2019-05-18,3597
F1336,2019-06-01,2019-06-18,5678
F1337,2019-02-10,2019-03-09,10660
F1338,2019-04-04,2019-04-21,4544
F1339,2019-04-29,2019-05-24,4823
F1340,2019-05-02,2019-05-09,14214
