FlightID,AircraftModel,TailNumber
F755,Airbus A321,VT-DNL
F756,Boeing 787-8,VT-QTT
F757,Bombardier Q400,VT-PZZ
F758,Boeing 777-300ER,VT-BAT
F759,Airbus A320,VT-REU
F760,Boeing 737-800,VT-JBS
F761,Boeing 737-800,VT-UCE
F762,Boeing 787-8,VT-FSZ
F763,Airbus A321,VT-IHX
F764,Airbus A321,VT-YQF
F765,Boeing 737-800,VT-GCV
F766,Bombardier Q400,VT-EGP
F767,Boeing 737-900,VT-ENH
F768,Airbus A320,VT-AJQ
F769,ATR 72-600,VT-FPK
F770,Boeing 737-900,VT-UDA
F771,ATR 72-600,VT-HFP
F772,Boeing 787-8,VT-HRL
F773,Boeing 777-300ER,VT-FBB
F774,Boeing 777-300ER,VT-RKY
F775,ATR 72-600,VT-KQB
F776,Airbus A319,VT-DAI
F777,Airbus A319,VT-YYY
F778,Bombardier Q400,VT-TKR
F779,Boeing 737-800,VT-AVI
F780,Boeing 787-8,VT-AUT
F781,Boeing 737-800,VT-WUN
F782,Airbus A319,VT-BKA
F783,Airbus A321,VT-OTV
F784,Bombardier Q400,VT-XOJ
F785,Airbus A321,VT-FBG
F786,ATR 72-600,VT-WRM
F787,Boeing 737-800,VT-MZO
F788,Boeing 777-300ER,VT-CMJ
F789,Airbus A319,VT-DKE
F790,Boeing 737-800,VT-FWF
F791,Boeing 787-8,VT-YEU
F792,Bombardier Q400,VT-WNW
F793,Bombardier Q400,VT-PFC
F794,Airbus A321,VT-ASJ
F795,Boeing 737-800,VT-QQC
F796,Boeing 737-900,VT-CMZ
F797,Airbus A320,VT-JSJ
F798,Bombardier Q400,VT-FZN
F799,Airbus A321,VT-ZAO
F800,Airbus A321,VT-VZE
F801,Boeing 737-900,VT-MMM
F802,ATR 72-600,VT-SCS
F803,Airbus A319,VT-OEW
F804,Boeing 777-300ER,VT-FND
F805,Boeing 737-900,VT-RNU
F806,Airbus A320,VT-SMJ
F807,Boeing 737-800,VT-DRY
F808,ATR 72-600,VT-JIE
F809,Boeing 737-900,VT-TKE
F810,Boeing 737-900,VT-JXT
F811,Boeing 737-900,VT-ZWA
F812,Boeing 737-800,VT-RGS
F813,Bombardier Q400,VT-SBR
F814,ATR 72-600,VT-NSE
F815,Boeing 737-900,VT-CZX
F816,Boeing 787-8,VT-LNV
F817,Boeing 777-300ER,VT-OFM
F818,Boeing 737-900,VT-LEJ
F819,ATR 72-600,VT-UUG
F820,Boeing 787-8,VT-LEL
F821,ATR 72-600,VT-YMU
F822,Bombardier Q400,VT-EZR
F823,ATR 72-600,VT-FDE
F824,Airbus A320,VT-TFC
F825,Airbus A320,VT-YBP
F826,Boeing 777-300ER,VT-QFP
F827,Airbus A319,VT-CBX
F828,Boeing 777-300ER,VT-IMO
F829,Airbus A319,VT-TBN
F830,Airbus A319,VT-UKC
F831,Boeing 777-300ER,VT-BEI
F832,Airbus A321,VT-YZE
F833,ATR 72-600,VT-QAP
F834,Boeing 777-300ER,VT-EXK
F835,Airbus A321,VT-EXZ
F836,Airbus A320,VT-AOO
F837,Boeing 777-300ER,VT-PEG
F838,Boeing 737-800,VT-MNU
F839,Bombardier Q400,VT-LJF
F840,ATR 72-600,VT-BGX
F841,Airbus A321,VT-OKE
F842,Bombardier Q400,VT-OJW
F843,Airbus A320,VT-EZV
F844,Boeing 787-8,VT-DIC
F845,Bombardier Q400,VT-EEM
F846,Boeing 737-800,VT-ZTQ
F847,ATR 72-600,VT-AWQ
F848,Boeing 777-300ER,VT-AWG
F849,Boeing 737-800,VT-TBJ
F850,Boeing 737-800,VT-OOT
F851,Boeing 737-900,VT-NEU
F852,Boeing 777-300ER,VT-MEZ
F853,Boeing 737-900,VT-OSZ
F854,Airbus A319,VT-JWY
F855,Bombardier Q400,VT-IEV
F856,Airbus A321,VT-HNB
F857,Bombardier Q400,VT-YMM
F858,Airbus A321,VT-DKI
F859,Boeing 777-300ER,VT-LTR
F860,Boeing 787-8,VT-SGB
F861,Boeing 777-300ER,VT-MUS
F862,Bombardier Q400,VT-AGU
F863,Airbus A321,VT-LQP
F864,Boeing 777-300ER,VT-FRL
F865,Bombardier Q400,VT-RFF
F866,Bombardier Q400,VT-PXA
F867,Boeing 787-8,VT-BNB
F868,Airbus A320,VT-IJQ
F869,Boeing 737-800,VT-LJW
F870,Boeing 737-800,VT-NTE
F871,Boeing 737-800,VT-VAV
F872,ATR 72-600,VT-XWI
F873,Airbus A321,VT-VWH
F874,Bombardier Q400,VT-APD
F875,Boeing 737-800,VT-NYU
F876,Bombardier Q400,VT-TFE
F877,Airbus A321,VT-QOA
F878,Airbus A321,VT-SXQ
F879,Boeing 787-8,VT-NOC
F880,Boeing 787-8,VT-VWK
F881,Airbus A319,VT-HXO
F882,Boeing 737-800,VT-SVS
F883,Boeing 737-900,VT-BQK
F884,Boeing 787-8,VT-FPF
F885,Boeing 737-900,VT-FXY
F886,Boeing 777-300ER,VT-QGQ
F887,Boeing 737-900,VT-PEN
F888,Airbus A321,VT-RJS
F889,ATR 72-600,VT-SPE
F890,Bombardier Q400,VT-KPG
F891,ATR 72-600,VT-PYA
F892,Boeing 787-8,VT-SSE
F893,Boeing 787-8,VT-XZP
F894,ATR 72-600,VT-PID
F895,Boeing 787-8,VT-DTF
F896,Bombardier Q400,VT-IVN
F897,Boeing 787-8,VT-GUD
F898,Boeing 777-300ER,VT-SGA
F899,Boeing 787-8,VT-ZFP
F900,Boeing 777-300ER,VT-UNL
F901,Airbus A321,VT-MQD
F902,ATR 72-600,VT-LGW
F903,Bombardier Q400,VT-MTT
F904,Bombardier Q400,VT-BWY
F905,Airbus A320,VT-NAZ
F906,Boeing 777-300ER,VT-NBC
F907,Bombardier Q400,VT-IRS
F908,Airbus A320,VT-ZEG
F909,Airbus A319,VT-MYS
F910,Airbus A319,VT-TOT
F911,Boeing 737-800,VT-ICC
F912,Boeing 787-8,VT-CUM
F913,Airbus A319,VT-UAI
F914,Boeing 737-800,VT-RFM
F915,Boeing 737-900,VT-FST
F916,Boeing 737-800,VT-WQE
F917,Boeing 787-8,VT-QYM
F918,Airbus A319,VT-FUZ
F919,Airbus A319,VT-JUY
F920,Boeing 737-800,VT-BDF
F921,Airbus A321,VT-SHX
F922,Boeing 737-800,VT-COQ
F923,Boeing 787-8,VT-UGR
F924,Boeing 737-800,VT-PXV
F925,Bombardier Q400,VT-DAD
F926,Boeing 777-300ER,VT-LUP
F927,Boeing 787-8,VT-OCP
F928,Boeing 737-900,VT-ZMT
F929,Boeing 737-900,VT-CAT
F930,Boeing 737-900,VT-BUR
F931,Bombardier Q400,VT-YHY
F932,Airbus A321,VT-RFI
F933,Boeing 787-8,VT-QAO
F934,Boeing 777-300ER,VT-MYU
F935,Airbus A321,VT-PFJ
F936,ATR 72-600,VT-RZH
F937,Boeing 737-900,VT-TWV
F938,Boeing 737-800,VT-JIU
F939,Airbus A319,VT-EZG
F940,Boeing 737-900,VT-RTY
F941,Boeing 737-900,VT-VGM
F942,Bombardier Q400,VT-WPC
F943,Airbus A320,VT-FAD
F944,Airbus A321,VT-NVD
F945,Airbus A320,VT-HWZ
F946,ATR 72-600,VT-AVO
F947,Bombardier Q400,VT-PAZ
F948,Bombardier Q400,VT-JGR
F949,Bombardier Q400,VT-QMJ
F950,Airbus A321,VT-NVQ
F951,ATR 72-600,VT-NJL
F952,Bombardier Q400,VT-PWA
F953,Bombardier Q400,VT-DDS
F954,Boeing 777-300ER,VT-NMO
F955,Boeing 737-900,VT-EYN
F956,Boeing 737-800,VT-SBK
F957,Boeing 737-900,VT-MUG
F958,Boeing 737-900,VT-JBE
F959,ATR 72-600,VT-LFA
F960,Bombardier Q400,VT-WBR
F961,Airbus A321,VT-SOG
F962,Bombardier Q400,VT-KKY
F963,ATR 72-600,VT-LMD
F964,Airbus A319,VT-ZAW
F965,Bombardier Q400,VT-RDC
F966,Bombardier Q400,VT-NLE
F967,Bombardier Q400,VT-COQ
F968,Boeing 777-300ER,VT-FOL
F969,Boeing 737-800,VT-SIY
F970,Bombardier Q400,VT-XVY
F971,Bombardier Q400,VT-WSP
F972,Boeing 777-300ER,VT-TFP
F973,Boeing 737-900,VT-QRL
F974,Airbus A320,VT-QHC
F975,Airbus A321,VT-EYG
F976,Airbus A319,VT-CQA
F977,Airbus A321,VT-AXN
F978,Boeing 777-300ER,VT-XRM
F979,ATR 72-600,VT-HBR
F980,Boeing 777-300ER,VT-USG
F981,ATR 72-600,VT-YQF
F982,Boeing 737-900,VT-UTN
F983,Boeing 737-800,VT-AYH
F984,Airbus A320,VT-JPY
F985,Boeing 737-900,VT-VWG
F986,ATR 72-600,VT-QAX
F987,Airbus A321,VT-GAK
F988,Airbus A321,VT-EXO
F989,Bombardier Q400,VT-BAQ
F990,Bombardier Q400,VT-ICP
F991,ATR 72-600,VT-TIY
F992,Airbus A320,VT-SSU
F993,Airbus A319,VT-BFS
F994,Airbus A319,VT-YYI
F995,Airbus A319,VT-GRI
F996,Airbus A320,VT-HKE
F997,Airbus A321,VT-UOK
F998,Airbus A321,VT-FKE
F999,Airbus A321,VT-ACQ
F1000,ATR 72-600,VT-WFW
F1001,Boeing 737-900,VT-YXD
F1002,Boeing 737-900,VT-PRF
F1003,Bombardier Q400,VT-GHZ
F1004,Airbus A319,VT-GKM
F1005,Boeing 777-300ER,VT-YZK
F1006,Airbus A320,VT-XYN
F1007,Airbus A320,VT-TSC
F1008,Boeing 737-900,VT-KCR
F1009,Boeing 777-300ER,VT-HMO
F1010,Airbus A321,VT-KHM
F1011,Bombardier Q400,VT-ASB
F1012,Boeing 737-900,VT-PTQ
F1013,ATR 72-600,VT-VSI
F1014,Airbus A321,VT-LIV
F1015,Airbus A321,VT-ZXB
F1016,Boeing 737-900,VT-KHP
F1017,Boeing 737-800,VT-ZIU
F1018,Boeing 737-900,VT-WBS
F1019,Airbus A320,VT-ZSA
F1020,Boeing 737-900,VT-NOU
F1021,Airbus A321,VT-UFU
F1022,Airbus A319,VT-ZQZ
F1023,Airbus A321,VT-TUV
F1024,ATR 72-600,VT-XJC
F1025,Bombardier Q400,VT-MQL
F1026,Boeing 737-900,VT-THF
F1027,ATR 72-600,VT-YDY
F1028,Boeing 777-300ER,VT-MWZ
F1029,Airbus A320,VT-LYC
F1030,Airbus A320,VT-CAP
F1031,Airbus A320,VT-YPF
F1032,Airbus A321,VT-ICY
F1033,Boeing 737-900,VT-FHY
F1034,Bombardier Q400,VT-YDX
F1035,Airbus A320,VT-HFW
F1036,Boeing 787-8,VT-HLO
F1037,ATR 72-600,VT-ZMT
F1038,Airbus A321,VT-IDO
F1039,Boeing 737-900,VT-MTR
F1040,Airbus A321,VT-BVL
F1041,Airbus A320,VT-FDC
F1042,ATR 72-600,VT-SYU
F1043,Airbus A321,VT-PVN
F1044,Boeing 777-300ER,VT-AYB
F1045,Bombardier Q400,VT-GFB
F1046,Airbus A319,VT-UBT
F1047,Boeing 737-800,VT-FDM
F1048,Boeing 777-300ER,VT-MQY
F1049,Boeing 737-900,VT-LLR
F1050,Bombardier Q400,VT-MJQ
F1051,ATR 72-600,VT-CAL
F1052,Airbus A319,VT-CRM
F1053,Boeing 777-300ER,VT-KEO
F1054,Boeing 787-8,VT-KFG
F1055,Boeing 737-900,VT-SBS
F1056,Boeing 737-800,VT-ALQ
F1057,Boeing 737-900,VT-IHZ
F1058,ATR 72-600,VT-PYU
F1059,Boeing 777-300ER,VT-KCI
F1060,Bombardier Q400,VT-NUG
F1061,Boeing 737-900,VT-BLX
F1062,Boeing 777-300ER,VT-OLV
F1063,ATR 72-600,VT-KUL
F1064,Boeing 737-900,VT-LEI
F1065,Airbus A320,VT-MIN
F1066,Boeing 777-300ER,VT-HKD
F1067,Boeing 787-8,VT-TEB
F1068,Boeing 737-900,VT-CKA
F1069,Airbus A321,VT-GSQ
F1070,Airbus A319,VT-AKB
F1071,Airbus A320,VT-FVM
F1072,Boeing 737-900,VT-YNC
F1073,Airbus A319,VT-YSX
F1074,Boeing 737-800,VT-SBV
F1075,Bombardier Q400,VT-EXR
F1076,Airbus A320,VT-IIM
F1077,Boeing 737-900,VT-XUV
F1078,Bombardier Q400,VT-QKW
F1079,Boeing 737-900,VT-PTF
F1080,Bombardier Q400,VT-BOB
F1081,Boeing 737-800,VT-USN
F1082,Boeing 777-300ER,VT-KTP
F1083,Boeing 777-300ER,VT-FCO
F1084,Airbus A321,VT-BNQ
F1085,Airbus A319,VT-RVF
F1086,Boeing 777-300ER,VT-LTE
F1087,Boeing 787-8,VT-DPV
F1088,Boeing 737-800,VT-XZG
F1089,Boeing 737-900,VT-BNS
F1090,ATR 72-600,VT-XYO
F1091,Boeing 737-800,VT-SAT
F1092,ATR 72-600,VT-KOI
F1093,Airbus A319,VT-EGZ
F1094,Boeing 737-800,VT-HWX
F1095,Boeing 777-300ER,VT-CFF
F1096,Boeing 737-800,VT-UFV
F1097,Airbus A319,VT-NZM
F1098,Boeing 777-300ER,VT-VNE
F1099,Bombardier Q400,VT-NGD
F1100,Boeing 777-300ER,VT-NXG
F1101,Boeing 787-8,VT-CVX
F1102,Airbus A320,VT-TZE
F1103,Airbus A320,VT-IDM
F1104,Boeing 777-300ER,VT-IJS
F1105,Boeing 737-900,VT-LSW
F1106,Airbus A320,VT-HUC
F1107,ATR 72-600,VT-YJA
F1108,Boeing 737-900,VT-BBX
F1109,Boeing 777-300ER,VT-BZR
F1110,ATR 72-600,VT-YCO
F1111,Bombardier Q400,VT-DLY
F1112,ATR 72-600,VT-WHP
F1113,Boeing 737-900,VT-SZU
F1114,Boeing 737-900,VT-CMB
F1115,Boeing 787-8,VT-GSX
F1116,Boeing 787-8,VT-WBR
F1117,Boeing 787-8,VT-NQA
F1118,ATR 72-600,VT-LGL
F1119,Airbus A319,VT-GHU
F1120,Airbus A321,VT-UJW
F1121,Boeing 737-800,VT-ELD
F1122,Airbus A319,VT-YJZ
F1123,Boeing 737-800,VT-DBT
F1124,Bombardier Q400,VT-EQX
F1125,Airbus A321,VT-XQJ
F1126,Airbus A319,VT-UYN
F1127,Boeing 787-8,VT-YBV
F1128,Airbus A321,VT-GON
F1129,Airbus A320,VT-KVV
F1130,Boeing 787-8,VT-PHL
F1131,Airbus A321,VT-RUJ
F1132,Boeing 777-300ER,VT-POU
F1133,ATR 72-600,VT-JDC
F1134,Airbus A321,VT-WKX
F1135,Boeing 787-8,VT-GAP
F1136,ATR 72-600,VT-NOF
F1137,Airbus A319,VT-AFD
F1138,ATR 72-600,VT-TRF
F1139,Airbus A321,VT-STL
F1140,Airbus A321,VT-FYH
F1141,Airbus A319,VT-PLG
F1142,Boeing 737-900,VT-YEL
F1143,Airbus A320,VT-QMV
F1144,Airbus A319,VT-WEY
F1145,Boeing 737-900,VT-COH
F1146,ATR 72-600,VT-WZU
F1147,ATR 72-600,VT-KFG
F1148,ATR 72-600,VT-XOR
F1149,Boeing 777-300ER,VT-CYS
F1150,Airbus A320,VT-MMS
F1151,Airbus A320,VT-YYN
F1152,Airbus A320,VT-AYV
F1153,Boeing 737-800,VT-XDZ
F1154,Bombardier Q400,VT-YGO
F1155,Boeing 737-900,VT-EFT
F1156,Airbus A320,VT-IQO
F1157,Bombardier Q400,VT-LNX
F1158,Bombardier Q400,VT-UPD
F1159,Boeing 737-900,VT-NRI
F1160,Boeing 737-800,VT-PGQ
F1161,Boeing 737-800,VT-GFP
F1162,Boeing 737-800,VT-UBI
F1163,Boeing 787-8,VT-JQB
F1164,ATR 72-600,VT-JOO
F1165,ATR 72-600,VT-LRR
F1166,Bombardier Q400,VT-GFY
F1167,Bombardier Q400,VT-ZDF
F1168,Airbus A319,VT-PLA
F1169,Bombardier Q400,VT-UZF
F1170,Airbus A319,VT-JYD
F1171,ATR 72-600,VT-NMS
F1172,Airbus A320,VT-QNR
F1173,Boeing 737-800,VT-DEW
F1174,Bombardier Q400,VT-AZQ
F1175,ATR 72-600,VT-FWJ
F1176,Boeing 777-300ER,VT-BRV
F1177,Boeing 737-900,VT-CPI
F1178,Airbus A320,VT-RQA
F1179,Airbus A321,VT-FAU
F1180,Airbus A321,VT-WHT
F1181,Boeing 777-300ER,VT-OFW
F1182,Airbus A319,VT-NSO
F1183,Boeing 777-300ER,VT-VHD
F1184,Airbus A319,VT-ORL
F1185,ATR 72-600,VT-WLW
F1186,ATR 72-600,VT-OKV
F1187,Airbus A321,VT-EVF
F1188,Airbus A319,VT-YAA
F1189,Boeing 737-800,VT-LZZ
F1190,Boeing 787-8,VT-PVW
F1191,Boeing 737-900,VT-SKK
F1192,Airbus A319,VT-RQG
F1193,Airbus A321,VT-KHK
F1194,Boeing 777-300ER,VT-AGR
F1195,Airbus A320,VT-JVK
F1196,Boeing 737-800,VT-TBC
F1197,Boeing 787-8,VT-ZRB
F1198,Boeing 737-900,VT-JQQ
F1199,Bombardier Q400,VT-MVP
F1200,Boeing 737-800,VT-AIM
F1201,Boeing 737-900,VT-BOV
F1202,Boeing 777-300ER,VT-SZJ
F1203,Boeing 777-300ER,VT-TEX
F1204,Airbus A319,VT-UNY
F1205,Boeing 777-300ER,VT-HBE
F1206,Boeing 737-900,VT-DQZ
F1207,Airbus A320,VT-OWR
F1208,Bombardier Q400,VT-OEJ
F1209,Boeing 787-8,VT-UUY
F1210,Boeing 787-8,VT-QON
F1211,Bombardier Q400,VT-VQS
F1212,Boeing 737-800,VT-CTJ
F1213,ATR 72-600,VT-KJW
F1214,Airbus A319,VT-ZPQ
F1215,Boeing 737-800,VT-PRB
F1216,Airbus A321,VT-JXX
F1217,Boeing 737-800,VT-UBU
F1218,Boeing 737-900,VT-VUY
F1219,ATR 72-600,VT-XXY
F1220,Boeing 737-800,VT-MSR
F1221,Boeing 737-900,VT-MFK
F1222,Bombardier Q400,VT-YTX
F1223,Boeing 787-8,VT-NSJ
F1224,Boeing 787-8,VT-YLV
F1225,Boeing 777-300ER,VT-RCR
F1226,Airbus A319,VT-YKY
F1227,Boeing 737-800,VT-LHB
F1228,Airbus A320,VT-ESY
F1229,Airbus A320,VT-LWH
F1230,Airbus A319,VT-BZP
F1231,Airbus A321,VT-QMR
F1232,Boeing 737-800,VT-EHN
F1233,Bombardier Q400,VT-LWK
F1234,Boeing 737-900,VT-BVK
F1235,Bombardier Q400,VT-WNJ
F1236,Boeing 777-300ER,VT-HJK
F1237,Airbus A319,VT-TNN
F1238,Boeing 787-8,VT-UZV
F1239,Boeing 737-800,VT-PMT
F1240,Airbus A320,VT-FTT
F1241,Airbus A319,VT-SID
F1242,Boeing 737-900,VT-GTM
F1243,Airbus A320,VT-MET
F1244,Airbus A319,VT-XLA
F1245,Airbus A320,VT-XID
F1246,Boeing 737-800,VT-AUM
F1247,ATR 72-600,VT-DMK
F1248,Boeing 777-300ER,VT-QBC
F1249,ATR 72-600,VT-FLA
F1250,ATR 72-600,VT-UJT
F1251,Airbus A321,VT-YMT
F1252,Boeing 777-300ER,VT-NKQ
F1253,Bombardier Q400,VT-ITB
F1254,Airbus A319,VT-CBT
F1255,ATR 72-600,VT-FLM
F1256,Boeing 737-900,VT-QKK
F1257,Airbus A321,VT-WAF
F1258,ATR 72-600,VT-FWQ
F1259,ATR 72-600,VT-PTH
F1260,Boeing 787-8,VT-TUJ
F1261,Boeing 777-300ER,VT-HHE
F1262,Boeing 787-8,VT-LAC
F1263,Boeing 737-800,VT-MUQ
F1264,Boeing 737-800,VT-XDA
F1265,Airbus A321,VT-DPY
F1266,Boeing 737-800,VT-KJL
F1267,Airbus A319,VT-NYQ
F1268,Bombardier Q400,VT-MYO
F1269,Bombardier Q400,VT-TDU
F1270,Airbus A319,VT-XXO
F1271,Boeing 787-8,VT-LNH
F1272,Airbus A320,VT-WZS
F1273,Boeing 737-900,VT-WQY
F1274,Airbus A321,VT-ZCR
F1275,Airbus A321,VT-QEN
F1276,Bombardier Q400,VT-XCZ
F1277,Boeing 737-900,VT-GNO
F1278,Airbus A320,VT-JDL
F1279,Airbus A319,VT-GJN
F1280,Bombardier Q400,VT-EDS
F1281,Boeing 777-300ER,VT-XNX
F1282,Boeing 777-300ER,VT-VMH
F1283,Airbus A321,VT-CRU
F1284,Airbus A321,VT-SFR
F1285,Airbus A319,VT-RUL
F1286,Airbus A321,VT-NTQ
F1287,Airbus A319,VT-SDP
F1288,Airbus A319,VT-DSU
F1289,Airbus A321,VT-RZP
F1290,Boeing 737-900,VT-WRX
F1291,Boeing 737-800,VT-DIS
F1292,Airbus A321,VT-WYQ
F1293,Airbus A319,VT-YGN
F1294,Boeing 737-800,VT-TJV
F1295,Bombardier Q400,VT-LSF
F1296,Boeing 737-900,VT-RVX
F1297,Airbus A319,VT-PEH
F1298,ATR 72-600,VT-TJX
F1299,ATR 72-600,VT-YEM
F1300,Boeing 737-900,VT-VUP
F1301,Airbus A320,VT-IIH
F1302,Bombardier Q400,VT-SUE
F1303,Boeing 737-900,VT-KJA
F1304,Boeing 787-8,VT-GDB
F1305,Boeing 787-8,VT-ROK
F1306,Airbus A320,VT-OTP
F1307,ATR 72-600,VT-GII
F1308,Airbus A320,VT-KZN
F1309,Airbus A320,VT-ZMP
F1310,Boeing 737-900,VT-ZIA
F1311,Bombardier Q400,VT-HEX
F1312,Boeing 737-900,VT-WDI
F1313,ATR 72-600,VT-TEU
F1314,Airbus A319,VT-NHF
F1315,Airbus A319,VT-RCX
F1316,Airbus A321,VT-BHK
F1317,Boeing 737-800,VT-FEV
F1318,Boeing 787-8,VT-DCD
F1319,Boeing 737-900,VT-SUT
F1320,Boeing 737-800,VT-CVG
F1321,Boeing 737-800,VT-ETQ
F1322,ATR 72-600,VT-AAF
F1323,Boeing 737-800,VT-SNE
F1324,Boeing 787-8,VT-ELR
F1325,Boeing 777-300ER,VT-YTH
F1326,Airbus A319,VT-TME
F1327,Airbus A321,VT-ATM
F1328,Boeing 737-900,VT-FQL
F1329,Boeing 777-300ER,VT-SON
F1330,Bombardier Q400,VT-QFH
F1331,Boeing 777-300ER,VT-PEK
F1332,Airbus A320,VT-AZU
F1333,Airbus A320,VT-CRN
F1334,Boeing 737-800,VT-BSO
F1335,Boeing 737-800,VT-UMF
F1336,ATR 72-600,VT-QGQ
F1337,Bombardier Q400,VT-ZSV
F1338,Airbus A319,VT-NCU
F1339,Airbus A320,VT-BMI
F1340,Airbus A321,VT-OXC
F1341,Airbus A319,VT-DDC
F1342,Airbus A319,VT-POK
F1343,ATR 72-600,VT-IUE
F1344,Bombardier Q400,VT-ZQK
F1345,Boeing 737-900,VT-XCJ
F1346,Boeing 777-300ER,VT-DBQ
F1347,Airbus A320,VT-YYQ
F1348,Boeing 777-300ER,VT-PJP
F1349,ATR 72-600,VT-VZB
F1350,Bombardier Q400,VT-TES
F1351,Boeing 777-300ER,VT-EEP
F1352,Boeing 777-300ER,VT-WHA
F1353,Boeing 737-900,VT-OOD
F1354,ATR 72-600,VT-MAO
F1355,Bombardier Q400,VT-QOE
F1356,Bombardier Q400,VT-BSW
F1357,Boeing 737-800,VT-EKY
F1358,Bombardier Q400,VT-QKG
F1359,Boeing 787-8,VT-ROA
F1360,ATR 72-600,VT-KRS
F1361,ATR 72-600,VT-CUB
F1362,Boeing 737-800,VT-QGG
F1363,Bombardier Q400,VT-KCT
F1364,Boeing 737-800,VT-KLM
F1365,Airbus A320,VT-IUZ
F1366,Boeing 777-300ER,VT-MTU
F1367,ATR 72-600,VT-EHQ
F1368,Boeing 737-900,VT-TJW
F1369,Boeing 787-8,VT-HLQ
F1370,Airbus A320,VT-TUC
F1371,Bombardier Q400,VT-BIA
F1372,ATR 72-600,VT-JGG
F1373,Boeing 737-800,VT-TWN
F1374,Bombardier Q400,VT-BMA
F1375,Airbus A321,VT-CFH
F1376,ATR 72-600,VT-WMY
F1377,ATR 72-600,VT-QRQ
F1378,ATR 72-600,VT-AAD
F1379,Airbus A319,VT-ECH
F1380,Airbus A319,VT-EUM
F1381,Boeing 737-800,VT-VHJ
F1382,Airbus A320,VT-SVY
F1383,Airbus A321,VT-OBT
F1384,Airbus A319,VT-FWF
F1385,Airbus A319,VT-JSX
F1386,Airbus A321,VT-KRK
F1387,Airbus A321,VT-EYJ
F1388,ATR 72-600,VT-STZ
F1389,Boeing 787-8,VT-THH
F1390,Bombardier Q400,VT-HFF
F1391,Airbus A321,VT-TZQ
F1392,Airbus A321,VT-QOP
F1393,ATR 72-600,VT-FGL
F1394,Airbus A319,VT-FOG
F1395,Boeing 737-900,VT-GIK
F1396,Airbus A320,VT-FAO
F1397,Boeing 737-900,VT-MLW
F1398,Bombardier Q400,VT-XHO
F1399,Airbus A321,VT-MTN
F1400,Boeing 737-900,VT-NMP
F1401,ATR 72-600,VT-KGZ
F1402,Boeing 737-900,VT-HQI
F1403,ATR 72-600,VT-WMW
F1404,Airbus A321,VT-YBK
F1405,Bombardier Q400,VT-KTY
F1406,ATR 72-600,VT-JXD
F1407,ATR 72-600,VT-PYA
F1408,Boeing 777-300ER,VT-SRY
F1409,ATR 72-600,VT-CJQ
F1410,Boeing 787-8,VT-KXU
F1411,Boeing 777-300ER,VT-NDK
F1412,Boeing 737-800,VT-NFS
F1413,Boeing 777-300ER,VT-ACL
F1414,Bombardier Q400,VT-LFH
F1415,Boeing 777-300ER,VT-EWE
F1416,Airbus A319,VT-SJZ
F1417,Airbus A321,VT-LEP
F1418,Boeing 787-8,VT-GAN
F1419,Boeing 777-300ER,VT-DZO
F1420,Boeing 737-800,VT-ZIJ
F1421,Airbus A321,VT-YGN
F1422,Boeing 737-800,VT-UCW
F1423,Boeing 787-8,VT-EEK
F1424,Boeing 777-300ER,VT-CWT
F1425,ATR 72-600,VT-QVO
F1426,Airbus A320,VT-NJP
F1427,Boeing 777-300ER,VT-ZLF
F1428,Airbus A321,VT-XVD
F1429,Airbus A319,VT-FIY
F1430,Airbus A319,VT-NCG
F1431,Airbus A321,VT-QZR
F1432,Airbus A321,VT-SNC
F1433,Boeing 737-800,VT-KNV
F1434,Airbus A321,VT-CNM
F1435,Airbus A321,VT-ZEP
F1436,Boeing 737-800,VT-SDW
F1437,Boeing 737-900,VT-KEU
F1438,Airbus A321,VT-RJR
F1439,Boeing 737-800,VT-RHX
F1440,Boeing 737-800,VT-CZJ
F1441,Airbus A319,VT-MKO
F1442,Boeing 777-300ER,VT-YTM
F1443,Boeing 737-800,VT-QMO
F1444,ATR 72-600,VT-OCO
F1445,Airbus A321,VT-IID
F1446,Bombardier Q400,VT-FHV
F1447,Airbus A321,VT-XLZ
F1448,Airbus A320,VT-QYB
F1449,Bombardier Q400,VT-KSU
F1450,Airbus A321,VT-TZY
F1451,Airbus A321,VT-MPE
F1452,Bombardier Q400,VT-BIH
F1453,Boeing 787-8,VT-QOO
F1454,Boeing 737-800,VT-LGF
F1455,Boeing 787-8,VT-BTY
F1456,Boeing 737-800,VT-JNZ
F1457,Boeing 787-8,VT-WUV
F1458,Boeing 737-900,VT-FEG
F1459,Boeing 737-900,VT-EEL
F1460,ATR 72-600,VT-WTQ
F1461,Boeing 737-900,VT-VKQ
F1462,Airbus A320,VT-AUD
F1463,Airbus A319,VT-JDR
F1464,Bombardier Q400,VT-PRO
F1465,Airbus A319,VT-SSX
F1466,Boeing 777-300ER,VT-CCW
F1467,Boeing 787-8,VT-XIU
F1468,Boeing 787-8,VT-WAZ
F1469,Airbus A319,VT-WML
F1470,Boeing 777-300ER,VT-DHP
F1471,Airbus A321,VT-MCU
F1472,Boeing 737-900,VT-NYL
F1473,ATR 72-600,VT-ZKA
F1474,Boeing 737-800,VT-JHZ
F1475,Airbus A321,VT-CQS
F1476,Boeing 777-300ER,VT-FMR
F1477,Airbus A319,VT-FHK
F1478,Boeing 737-900,VT-TPU
F1479,ATR 72-600,VT-MNP
F1480,Bombardier Q400,VT-KIN
